,ID,X,Y,Q_R_4_0_0,Q_R_4_0_1,Q_R_4_0_2,Q_R_4_0_3,Q_R_4_0_4,Q_R_4_0_5,Q_R_4_0_6,Q_R_4_0_7,Q_R_4_0_8,Q_R_4_0_9,Q_R_4_1_0,Q_G_3_0_0,Q_G_3_0_1,Q_G_3_0_2,Q_G_3_0_3,Q_G_3_0_4,Q_G_3_0_5,Q_G_3_0_6,Q_G_3_0_7,Q_G_3_0_8,Q_G_3_0_9,Q_G_3_1_0,Q_B_2_0_0,Q_B_2_0_1,Q_B_2_0_2,Q_B_2_0_3,Q_B_2_0_4,Q_B_2_0_5,Q_B_2_0_6,Q_B_2_0_7,Q_B_2_0_8,Q_B_2_0_9,Q_B_2_1_0,Q_NIR_8_0_0,Q_NIR_8_0_1,Q_NIR_8_0_2,Q_NIR_8_0_3,Q_NIR_8_0_4,Q_NIR_8_0_5,Q_NIR_8_0_6,Q_NIR_8_0_7,Q_NIR_8_0_8,Q_NIR_8_0_9,Q_NIR_8_1_0,AREA,GEOM_R1,GEOM_R2,GEOM_R3,GEOM_R4,CONTRUCTIONYEAR,MAXBUILDINGFLOOR,CADASTRALQUALITYID,CLASE
61701,D0DE0BB6F6A271CC,2194859765,165914079,0.0,547.999719238281,658.000720214844,744.002569580078,825.0000366210941,905.99853515625,993.9995727539059,1105.99949951172,1266.00092773437,1546.99739990234,6247.4889759136295,2.69499396381434e-05,515.999981689453,609.9998046875,676.9966918945311,735.998767089844,791.9995727539059,855.001208496094,936.9987182617191,1052.9982666015599,1270.9992553710902,6205.65080955083,73.0024108886719,353.999877929688,393.999908447266,422.000061035156,447.000061035156,474.000061035156,501.999938964844,533.999810791016,587.999975585937,695.0,2833.9619417189,0.00126168329734355,1358.00252685547,1680.9994873046899,1880.99825439453,2032.99816894531,2169.501953125,2309.99760742187,2458.00329589844,2643.99794921875,2927.99777832031,6119.45205057693,4863.98549985955,0.0726235010831742,0.00423782684241663,0.0035232357397045897,0.831377937493891,2005,5.0,3,AGRICULTURE
61724,C339404268E66A71,2240645160,165170912,1.01604950428009,656.998815917969,753.997912597656,834.0000610351559,909.000634765625,985.000030517578,1068.00065917969,1161.99926757812,1283.00048828125,1487.00191650391,3950.36521657236,0.00367358583025634,670.999053955078,736.000329589844,788.9994506835941,842.998864746094,898.000335693359,962.003588867188,1041.99951171875,1142.00043945312,1308.00002441406,3418.69110848983,156.000961303711,391.000061035156,431.99998168945297,462.000308227539,489.999938964844,519.0001220703119,549.0001342773439,583.000115966797,623.0,687.3003601074209,1290.2494215808501,135.005172729492,1746.99793701172,1944.00126953125,2085.00100097656,2206.00068359375,2329.99975585938,2474.99975585938,2675.00070800781,2974.99921875,3357.99860839844,6227.74140641663,1566.22195007171,0.0267348955250918,0.00391680701889589,0.004358058049331721,1.11265580058121,1966,,12,AGRICULTURE
62449,2C6AC8A42BD13FC2,2188663021,165946961,7.651814485143401e-06,244.000671386719,296.000946044922,347.001403808594,427.001525878906,542.997772216797,656.998352050781,781.000030517578,1009.9993896484401,1385.00140380859,3777.84267523233,0.00205125892534852,292.000030517578,338.999725341797,381.999938964844,452.997741699219,553.000152587891,649.997802734375,744.001708984375,879.9993286132809,1092.00030517578,3709.050707642,128.000152587891,199.000076293945,219.000061035156,243.000061035156,275.000091552734,321.99989318847696,366.000061035156,415.0,483.0,576.000640869141,1076.69782382202,154.005630493164,1528.99938964844,1668.00256347656,1785.99871826172,1902.00012207031,2032.99578857422,2186.99584960938,2362.99926757812,2566.001953125,2897.00219726562,5044.41785034192,3635.2475544201397,0.19480464313598997,0.00782406494587854,0.00684908989293801,0.8753876585017221,1981,1.0,6,AGRICULTURE
62500,8D5836E7977748C0,2250535570,165539822,0.0,406.999755859375,593.998291015625,732.006317138672,890.9967651367191,1084.99395751953,1298.99450683594,1571.99884033203,2006.0068359375,2681.99951171875,8947.14823281308,0.0,424.000381469727,554.000671386719,659.994689941406,775.001342773438,917.0018920898441,1088.00061035156,1306.00115966797,1640.0075683593802,2162.50280761719,7360.583054004591,0.0,266.0,396.999908447266,491.99954223632795,571.999938964844,640.000152587891,712.0001831054691,816.0,987.999755859375,1176.99969482422,2215.5406437012302,0.0,1018.00552368164,1415.99938964844,1660.00396728516,1871.00256347656,2070.99487304688,2287.9990234375,2570.99487304688,2971.00390625,3534.99816894531,10086.9622406257,411.788849987838,0.0611648748428782,0.006993006993007,0.0212404418011559,3.03738317756529,1966,1.0,5,AGRICULTURE
62512,398F05453F16338E,2201743963,166050194,1.22203277896915e-06,180.000178527832,266.000402832031,444.997711181641,616.999975585937,763.9989624023441,911.997326660156,1105.00389404297,1356.00100097656,1756.99874267578,5314.71836445323,0.000769052770920098,271.000091552734,339.999792480469,460.99954528808604,591.999328613281,707.9992065429691,829.998364257812,963.999481201172,1131.60383300781,1380.00205078125,5426.66496046935,31.0011806488037,126.99993896484399,223.99991455078097,346.000183105469,408.000085449219,454.99967956543,503.0,559.000061035156,646.000183105469,768.999755859375,2364.7477701611397,0.0025969776324927803,1328.00703125,1572.0095214843802,1749.0002563476598,1911.99919433594,2096.50012207031,2304.000390625,2544.01110839844,2830.99545898438,3211.0043457031297,5319.24158482485,111.603900008589,0.22813897840179503,0.0434593654919269,0.0470366886173583,1.08231420511871,2004,1.0,6,AGRICULTURE
62958,42CCDE9D99AE3692,2168561417,166149235,0.0,153.99970092773398,308.999963378906,395.000308227539,469.999444580078,552.998962402344,641.999572753906,748.000048828125,927.9937255859379,1776.9942749023398,4503.1160384327295,0.0,215.99963226318403,354.000543212891,427.000308227539,489.000061035156,554.000732421875,625.999340820312,710.999053955078,855.00126953125,1514.99592285156,3776.18871659233,0.0,146.000015258789,177.999923706055,197.00001525878898,216.000106811523,239.99998474121102,269.999969482422,310.999908447266,425.00003051757795,736.99677734375,1880.06230707525,0.0,328.703671264649,1524.0000244140601,1855.0013671875,2089.79672851563,2289.98999023438,2476.00200195312,2687.00261230469,2957.99575195312,3428.30234375,5544.17980236349,676.1905500324599,0.0117312601798537,0.0032002048130843896,0.0054212295348579,1.69402580506492,1955,5.0,8,AGRICULTURE
63586,C1B12A99FDFC8025,2203730921,166035685,1.22203277896915e-06,180.000178527832,266.000402832031,444.997711181641,616.999975585937,763.9989624023441,911.997326660156,1105.00389404297,1356.00100097656,1756.99874267578,5314.71836445323,0.000769052770920098,271.000091552734,339.999792480469,460.99954528808604,591.999328613281,707.9992065429691,829.998364257812,963.999481201172,1131.60383300781,1380.00205078125,5426.66496046935,31.0011806488037,126.99993896484399,223.99991455078097,346.000183105469,408.000085449219,454.99967956543,503.0,559.000061035156,646.000183105469,768.999755859375,2364.7477701611397,0.0025969776324927803,1328.00703125,1572.0095214843802,1749.0002563476598,1911.99919433594,2096.50012207031,2304.000390625,2544.01110839844,2830.99545898438,3211.0043457031297,5319.24158482485,321.461700007594,0.17386763662434998,0.0285306704709078,0.018957345971564,0.664454976299786,1990,1.0,6,AGRICULTURE
63890,AAAF4118925F8BF8,2204667859,165998931,3.29639283336292e-06,551.998461914063,731.999133300781,879.998620605469,1020.00018310547,1158.99682617188,1289.99477539062,1422.99887695313,1599.99938964844,1848.9985839843803,3777.0637688411703,0.0014612635131925301,526.699676513672,657.0023071289061,749.9995727539059,829.9993286132809,910.001312255859,993.999267578125,1083.99936523438,1209.99816894531,1417.00235595703,3801.8074100663102,86.000732421875,366.999847412109,419.99996948242205,455.99978942871104,487.999877929688,518.999938964844,549.0,583.000244140625,638.9998779296881,734.0005676269529,1649.06010216924,49.0032615661621,1462.99910888672,1748.0019287109399,1918.9987915039103,2062.998828125,2208.00048828125,2358.00053710937,2532.99794921875,2747.00341796875,3034.99829101562,5510.00284687546,50.7303500011471,0.8503613969905319,0.127226463113974,0.131752305664905,1.0355731224476201,1970,1.0,6,AGRICULTURE
64117,4985079689499BCE,2204158778,165984079,3.29639283336292e-06,551.998461914063,731.999133300781,879.998620605469,1020.00018310547,1158.99682617188,1289.99477539062,1422.99887695313,1599.99938964844,1848.9985839843803,3777.0637688411703,0.0014612635131925301,526.699676513672,657.0023071289061,749.9995727539059,829.9993286132809,910.001312255859,993.999267578125,1083.99936523438,1209.99816894531,1417.00235595703,3801.8074100663102,86.000732421875,366.999847412109,419.99996948242205,455.99978942871104,487.999877929688,518.999938964844,549.0,583.000244140625,638.9998779296881,734.0005676269529,1649.06010216924,49.0032615661621,1462.99910888672,1748.0019287109399,1918.9987915039103,2062.998828125,2208.00048828125,2358.00053710937,2532.99794921875,2747.00341796875,3034.99829101562,5510.00284687546,105.089349998927,0.7457101355666321,0.0469043151963425,0.151285930407459,3.2254160363321205,1982,1.0,6,AGRICULTURE
65293,6DDB5723ED11423E,2196132272,165946392,0.0,547.999719238281,658.000720214844,744.002569580078,825.0000366210941,905.99853515625,993.9995727539059,1105.99949951172,1266.00092773437,1546.99739990234,6247.4889759136295,2.69499396381434e-05,515.999981689453,609.9998046875,676.9966918945311,735.998767089844,791.9995727539059,855.001208496094,936.9987182617191,1052.9982666015599,1270.9992553710902,6205.65080955083,73.0024108886719,353.999877929688,393.999908447266,422.000061035156,447.000061035156,474.000061035156,501.999938964844,533.999810791016,587.999975585937,695.0,2833.9619417189,0.00126168329734355,1358.00252685547,1680.9994873046899,1880.99825439453,2032.99816894531,2169.501953125,2309.99760742187,2458.00329589844,2643.99794921875,2927.99777832031,6119.45205057693,303.67050000887,0.0794180967450646,0.0206868018209009,0.0126422250316,0.611125158013886,2004,1.0,6,AGRICULTURE
65311,F742F528145DC36F,2278480167,165865382,0.0,463.0041015625,659.0027954101561,781.003503417969,896.0000366210941,1017.00033569336,1158.99506835937,1335.9992431640599,1553.00078125,1879.9994873046899,6474.31896522548,0.0,394.000479125977,569.001062011719,681.0011108398439,765.00078125,853.004760742188,961.998193359375,1095.00085449219,1264.0010498046902,1532.00015869141,7004.74595049986,96.00088500976558,323.000643920898,370.0,405.999395751953,440.00003051757795,478.999908447266,526.99970703125,594.000720214844,685.999816894531,788.999877929688,1730.8741937268398,0.000631845439784229,1120.0021484375,1524.00319824219,1792.9973144531198,2013.9980224609399,2217.99914550781,2417.9890625,2636.00095214844,2889.9950683593797,3256.99838867188,7368.409099082641,33.0144500047999,0.7597318169149699,0.14705882349315802,0.156482278382475,1.06407949326315,2007,1.0,3,AGRICULTURE
65476,4F93282234C61D61,2269708917,165876343,0.0016136805061250901,497.500579833984,608.9998779296881,690.000518798828,782.0036010742191,902.5034790039059,1069.99731445312,1298.00238037109,1626.0009765625,2085.99951171875,4635.01779211533,0.0009519287850707769,447.000503540039,577.0010986328119,659.999816894531,728.9998168945309,816.005249023438,952.9992065429691,1142.00305175781,1421.9970703125,1821.0,4832.18511235481,90.0011825561523,265.99993896484403,315.0,368.999954223633,440.999816894531,510.000198364258,597.999755859375,690.999420166016,863.0,1110.49914550781,1931.45033544315,0.006195486523211,1240.50317382812,1522.001953125,1742.9970703125,1952.9978027343802,2180.00036621094,2442.00048828125,2718.99719238281,3032.00048828125,3503.98913574219,5048.64451623561,58.4120499936589,0.472427720904878,0.0890471950171971,0.0908265213446357,1.01998183465627,2007,1.0,4,AGRICULTURE
65725,4B3703449F571B13,2191701204,165945738,0.0,547.999719238281,658.000720214844,744.002569580078,825.0000366210941,905.99853515625,993.9995727539059,1105.99949951172,1266.00092773437,1546.99739990234,6247.4889759136295,2.69499396381434e-05,515.999981689453,609.9998046875,676.9966918945311,735.998767089844,791.9995727539059,855.001208496094,936.9987182617191,1052.9982666015599,1270.9992553710902,6205.65080955083,73.0024108886719,353.999877929688,393.999908447266,422.000061035156,447.000061035156,474.000061035156,501.999938964844,533.999810791016,587.999975585937,695.0,2833.9619417189,0.00126168329734355,1358.00252685547,1680.9994873046899,1880.99825439453,2032.99816894531,2169.501953125,2309.99760742187,2458.00329589844,2643.99794921875,2927.99777832031,6119.45205057693,145.189999998879,0.12076480997322399,0.0525762355427708,0.0158202816010364,0.300901756044641,1999,1.0,6,AGRICULTURE
65969,5EB3550628E68613,2279524180,165600855,2.69027421867518e-11,536.503234863281,716.0022583007809,844.9978637695309,952.001708984375,1080.00122070312,1220.00756835938,1377.0109863281198,1585.0021972656198,1911.9966430664101,5745.11358591312,4.66978008262231e-06,478.000885009766,622.0015869140619,708.998901367188,790.0,875.999298095703,969.000854492188,1086.00189208984,1253.998046875,1532.9992675781198,6034.20901357428,187.000045776367,437.99996948242205,498.000061035156,548.999816894531,587.0,621.0001220703119,657.999816894531,706.999969482422,781.99951171875,892.000946044922,1752.4167530090601,6.262016540858889e-07,964.9994506835941,1222.99670410156,1410.99896240234,1579.9968261718802,1735.99694824219,1890.00158691406,2071.99792480469,2305.0009765625,2702.99560546875,5962.3248851566,427.68654259683603,0.25646303138138,0.0340605255557764,0.0176054788250067,0.5168880555344489,1990,1.0,5,AGRICULTURE
66275,6E423EC789E2EDB5,2171886125,166351686,0.0,218.999858093262,288.999658203125,351.00088806152297,415.00027465820295,483.000076293945,552.000439453125,627.9998779296881,727.9993286132809,904.000402832031,3043.92437081547,0.0,279.000692749023,346.000482177734,399.00015563964797,448.999688720703,502.999328613281,567.99951171875,642.000305175781,731.999499511719,880.999157714844,2624.99182554955,0.000699187628924847,140.999938964844,161.000061035156,178.000030517578,195.999923706055,214.00026702880902,235.999923706055,259.99993896484403,288.999908447266,330.999969482422,645.937767929725,78.0043716430664,1485.00384521484,1728.99697265625,1903.0002563476603,2047.9989746093697,2199.49743652344,2383.99111328125,2630.00461425781,2984.0021484375,3541.304296875,6148.68426496145,224.018752626943,0.194524854381061,0.0333438922332361,0.0260420057552441,0.781012773586352,1988,1.0,4,AGRICULTURE
66689,85755DDC6F565C8F,2194573469,165956592,2.61259719991358e-06,582.998870849609,719.9998168945309,862.998504638672,1021.9986572265599,1193.00256347656,1348.00012207031,1488.00109863281,1657.99450683594,1861.00018310547,4198.11863078626,0.00399899948388338,560.0008544921881,667.9998779296881,756.999389648438,843.997802734375,926.998657226562,1012.0005493164099,1111.00372314453,1224.00146484375,1387.49792480469,3345.2238135378398,138.000244140625,350.999710083008,397.999938964844,440.999816894531,474.000061035156,507.000839233398,540.000183105469,578.999725341797,627.0,708.9999389648441,1215.61321171882,287.010101318359,1815.0026855468802,2011.00720214844,2156.99890136719,2281.99951171875,2397.0,2510.0009765625,2638.0029296875,2791.99780273438,3022.0029296875,5192.147447680711,342.421350000781,0.0310445996043363,0.0054007344998333396,0.016786973308727,3.10827597787764,1992,1.0,6,AGRICULTURE
67758,E9972098DFC072B7,2285494717,165455467,5.30764772410652e-11,457.99929809570295,562.001538085937,632.999755859375,714.999523925781,799.00146484375,891.00107421875,997.0007934570309,1130.0007080078099,1346.00010986328,6858.2262522325,1.91104982150136e-06,393.99897155761704,492.99832153320295,573.001336669922,635.000146484375,699.9999389648441,768.999560546875,839.6982238769501,933.998950195313,1122.8977294921901,6633.22252090436,12.0006008148193,224.000137329102,263.00006103515597,296.00016174316397,322.99993896484403,350.0,383.000091552734,428.00025634765603,517.0001220703119,618.999755859375,1974.4970686413699,0.000333756266627461,1017.9949401855499,1243.00048828125,1421.00125732422,1568.99931640625,1698.00012207031,1843.5990966796899,2031.6958251953101,2300.996875,2745.99802246094,7126.45525083182,160.026454047476,0.996171899061991,0.124598947138434,0.0499606559835071,0.400971734761121,2000,1.0,6,AGRICULTURE
67773,353645ED2FA18A,2233716870,165108956,8.98434336704668e-06,609.998492431641,778.9996948242191,889.0015441894529,976.00009765625,1068.00036621094,1169.99885253906,1271.99890136719,1411.99929199219,1730.00223388672,3731.31745516358,0.000611718511208892,581.000372314453,674.0001220703119,739.001806640625,799.9998168945309,861.000213623047,921.0001953125,989.000726318359,1129.0015380859402,1408.99891357422,3987.93508406515,125.00305938720699,355.000021362305,405.999938964844,438.00003051757795,470.000091552734,502.99967956543,537.999938964844,578.0002380371089,642.000061035156,741.9999572753909,1432.3018687867402,0.00933672022074461,1523.00009765625,1684.00017089844,1796.0,1897.79807128906,2016.9981079101601,2161.00078125,2338.99816894531,2589.9998046875,2975.99826660156,5208.3174142627295,103410.24853654,0.48724789890516707,0.00216408035620443,0.0021772736179756697,1.00609647499152,1950,,12,AGRICULTURE
68127,8591A367592F11CD,2273678576,165677598,2.7964028662119702e-11,519.999755859375,656.9986572265619,752.000091552734,840.0000610351559,936.998870849609,1049.99987792969,1209.9990234375,1447.00305175781,1926.49816894531,6541.77491911705,3.49599736182427e-06,443.999923706055,554.000671386719,634.000579833984,713.000122070312,796.0000610351559,891.99951171875,1023.9990234375,1242.00036621094,1666.00616455078,6278.84168117788,73.0009841918945,310.999923706055,356.000122070312,409.999908447266,479.999938964844,539.0,607.000183105469,681.9998779296881,791.9998168945309,984.999847412109,2656.54875585943,4.81454299006145e-06,1076.99835205078,1300.99584960938,1448.00061035156,1584.9958496093802,1730.99639892578,1896.00048828125,2110.00708007812,2394.00170898438,2858.49389648438,7173.10736918958,2362.91695000425,0.198784152845443,0.00983187493873448,0.0085565157867677,0.8702832206558829,1968,1.0,3,AGRICULTURE
68621,3171C6463AC2ED36,2190030166,165936870,7.651814485143401e-06,244.000671386719,296.000946044922,347.001403808594,427.001525878906,542.997772216797,656.998352050781,781.000030517578,1009.9993896484401,1385.00140380859,3777.84267523233,0.00205125892534852,292.000030517578,338.999725341797,381.999938964844,452.997741699219,553.000152587891,649.997802734375,744.001708984375,879.9993286132809,1092.00030517578,3709.050707642,128.000152587891,199.000076293945,219.000061035156,243.000061035156,275.000091552734,321.99989318847696,366.000061035156,415.0,483.0,576.000640869141,1076.69782382202,154.005630493164,1528.99938964844,1668.00256347656,1785.99871826172,1902.00012207031,2032.99578857422,2186.99584960938,2362.99926757812,2566.001953125,2897.00219726562,5044.41785034192,94.38209999594329,0.14243875745196302,0.0265463233355833,0.0568504832290246,2.14155770312723,1960,1.0,6,AGRICULTURE
